,gene_id,disease_count,gene_name,gene_symbol,organism,other_symbols,synonyms
1148,6234,16,,,,,
1149,8647,16,,,,,
1150,55699,16,,,,,
1151,867,16,,,,,
1152,55112,16,,,,,
1153,51738,16,,,,,
1154,2937,16,,,,,
1155,25,16,,,,,
1156,5506,16,,,,,
1157,9966,16,,,,,
1158,54938,16,,,,,
1159,9365,16,,,,,
1160,8214,16,,,,,
1161,4751,16,,,,,
1162,8220,16,,,,,
1163,8139,16,,,,,
1164,274,16,,,,,
1165,22854,16,,,,,
1166,6165,16,,,,,
1167,26012,16,,,,,
1168,5742,16,,,,,
1169,2189,16,,,,,
1170,5238,16,,,,,
1171,224,16,,,,,
1172,8322,16,,,,,
1173,286,16,,,,,
1174,158,16,,,,,
1175,3074,16,,,,,
1176,9895,16,,,,,
1177,10801,16,,,,,
1178,1855,16,,,,,
1179,885,16,,,,,
1180,30813,16,,,,,
1181,10165,16,,,,,
1182,624,16,,,,,
1183,9076,16,,,,,
1184,1629,16,,,,,
1185,23746,16,,,,,
1186,54567,16,,,,,
1187,6812,16,,,,,
1188,7056,16,,,,,
1189,3439,16,,,,,
1190,6616,16,,,,,
1191,411,16,,,,,
1192,9839,16,,,,,
1193,3868,16,,,,,
1194,23405,16,,,,,
1195,6870,16,,,,,
1196,5818,16,,,,,
1197,4556,16,,,,,
1198,1612,16,,,,,
1199,593,16,,,,,
1200,718,16,,,,,
1201,3594,16,,,,,
1202,1621,16,,,,,
1203,1513,16,,,,,
1204,3757,16,,,,,
1205,3636,16,,,,,
1206,1141,16,,,,,
1207,9663,16,,,,,
1208,9101,16,,,,,
1209,4053,16,,,,,
1210,1137,16,,,,,
1211,9993,16,,,,,
1212,412,16,,,,,
1213,3872,16,,,,,
1214,3674,16,,,,,
1215,7498,16,,,,,
1216,5915,16,,,,,
1217,9213,16,,,,,
1218,4624,16,,,,,
1219,54757,16,,,,,
1220,3972,16,,,,,
1221,4322,16,,,,,
1222,9509,16,,,,,
1223,10058,16,,,,,
1224,9179,16,,,,,
1225,594,16,,,,,
1226,4689,16,,,,,
1227,11284,16,,,,,
1228,23345,15,,,,,
1229,1103,15,,,,,
1230,1019,15,,,,,
1231,23090,15,,,,,
1232,4323,15,,,,,
1233,975,15,,,,,
1234,3762,15,,,,,
1235,10320,15,,,,,
1236,6138,15,,,,,
1237,7026,15,,,,,
1238,5429,15,,,,,
1239,2673,15,,,,,
1240,1954,15,,,,,
1241,5538,15,,,,,
1242,54345,15,,,,,
1243,23431,15,,,,,
1244,7136,15,,,,,
1245,5654,15,,,,,
1246,1174,15,,,,,
1247,2690,15,,,,,
1248,5625,15,,,,,
1249,1409,15,,,,,
1250,26504,15,,,,,
1251,549,15,,,,,
1252,3934,15,,,,,
1253,1812,15,,,,,
1254,153,15,,,,,
1255,6262,15,,,,,
1256,10381,15,,,,,
1257,1958,15,,,,,
1258,498,15,,,,,
1259,7067,15,,,,,
1260,27249,15,,,,,
1261,2729,15,,,,,
1262,9829,15,,,,,
1263,1187,15,,,,,
1264,440,15,,,,,
1265,5034,15,,,,,
1266,27019,15,,,,,
1267,1191,15,,,,,
1268,3786,15,,,,,
1269,1959,15,,,,,
1270,1785,15,,,,,
1271,11005,15,,,,,
1272,50943,15,,,,,
1273,51099,15,,,,,
1274,4744,15,,,,,
1275,301,15,,,,,
1276,26128,15,,,,,
1277,134,15,,,,,
1278,10984,15,,,,,
1279,6559,15,,,,,
1280,6569,15,,,,,
1281,3064,15,,,,,
1282,1031,15,,,,,
1283,2395,15,,,,,
1284,2155,15,,,,,
1285,11280,15,,,,,
1286,6926,15,,,,,
1287,1861,15,,,,,
1288,3303,15,,,,,
1289,23203,15,,,,,
1290,1471,15,,,,,
1291,3098,15,,,,,
1292,3257,15,,,,,
1293,9487,15,,,,,
1294,54714,15,,,,,
1295,4654,15,,,,,
1296,189,15,,,,,
1297,4669,15,,,,,
1298,1297,15,,,,,
1299,1299,15,,,,,
1300,29968,15,,,,,
1301,2109,15,,,,,
1302,35,15,,,,,
1303,5317,15,,,,,
1304,2904,15,,,,,
1305,9096,15,,,,,
1306,4287,15,,,,,
1307,3655,15,,,,,
1308,6929,15,,,,,
1309,7010,15,,,,,
1310,8867,15,,,,,
1311,5445,15,,,,,
1312,6134,15,,,,,
1313,54453,15,,,,,
1314,3508,15,,,,,
1315,668,15,,,,,
1316,1062,15,,,,,
1317,7994,15,,,,,
1318,1760,15,,,,,
1319,4792,15,,,,,
1320,650,15,,,,,
1321,2182,15,,,,,
1322,5105,15,,,,,
1323,6519,15,,,,,
1324,54499,15,,,,,
1325,987,15,,,,,
1326,4571,15,,,,,
1327,50846,14,,,,,
1328,9241,14,,,,,
1329,2488,14,,,,,
1330,10000,14,,,,,
1331,10195,14,,,,,
1332,8942,14,,,,,
1333,5528,14,,,,,
1334,8797,14,,,,,
1335,8915,14,,,,,
1336,6314,14,,,,,
1337,6310,14,,,,,
1338,51082,14,,,,,
1339,1738,14,,,,,
1340,5125,14,,,,,
1341,2556,14,,,,,
1342,22845,14,,,,,
1343,90,14,,,,,
1344,22926,14,,,,,
1345,23529,14,,,,,
1346,25814,14,,,,,
1347,8856,14,,,,,
1348,25861,14,,,,,
1349,51524,14,,,,,
1350,1528,14,,,,,
1351,1759,14,,,,,
1352,6901,14,,,,,
1353,8742,14,,,,,
1354,1303,14,,,,,
1355,5649,14,,,,,
1356,7140,14,,,,,
1357,716,14,,,,,
1358,3627,14,,,,,
1359,7168,14,,,,,
1360,3605,14,,,,,
1361,6687,14,,,,,
1362,3507,14,,,,,
1363,11315,14,,,,,
1364,1269,14,,,,,
1365,3358,14,,,,,
1366,54585,14,,,,,
1367,10342,14,,,,,
1368,5630,14,,,,,
1369,330,14,,,,,
1370,9343,14,,,,,
1371,467,14,,,,,
1372,9496,14,,,,,
1373,7531,14,,,,,
1374,7137,14,,,,,
1375,6718,14,,,,,
1376,3712,14,,,,,
1377,3939,14,,,,,
1378,4254,14,,,,,
1379,4141,14,,,,,
1380,4281,14,,,,,
1381,54,14,,,,,
1382,4068,14,,,,,
1383,6845,14,,,,,
1384,10491,14,,,,,
1385,7038,14,,,,,
1386,3913,14,,,,,
1387,3736,14,,,,,
1388,974,14,,,,,
1389,4351,14,,,,,
1390,3814,14,,,,,
1391,445,14,,,,,
1392,7097,14,,,,,
1393,3769,14,,,,,
1394,1201,14,,,,,
1395,54332,14,,,,,
1396,7545,14,,,,,
1397,1075,14,,,,,
1398,51651,14,,,,,
1399,6154,14,,,,,
1400,6473,14,,,,,
1401,3117,14,,,,,
1402,1559,14,,,,,
1403,6135,14,,,,,
1404,28976,14,,,,,
1405,8076,14,,,,,
1406,2811,14,,,,,
1407,275,14,,,,,
1408,6414,14,,,,,
1409,6492,14,,,,,
1410,2731,14,,,,,
1411,1807,14,,,,,
1412,5788,14,,,,,
1413,8516,14,,,,,
1414,2653,14,,,,,
1415,2639,14,,,,,
1416,10157,14,,,,,
1417,6336,14,,,,,
1418,11152,14,,,,,
1419,7809,14,,,,,
1420,29926,14,,,,,
1421,3094,14,,,,,
1422,132,14,,,,,
1423,6507,14,,,,,
1424,5213,14,,,,,
1425,3081,14,,,,,
1426,5664,14,,,,,
1427,6548,14,,,,,
1428,4810,14,,,,,
1429,5205,14,,,,,
1430,29123,14,,,,,
1431,471,14,,,,,
1432,54808,14,,,,,
1433,5805,13,,,,,
1434,18,13,,,,,
1435,1585,13,,,,,
1436,204,13,,,,,
1437,2043,13,,,,,
1438,23129,13,,,,,
1439,23111,13,,,,,
1440,178,13,,,,,
1441,2194,13,,,,,
1442,9871,13,,,,,
1443,1834,13,,,,,
1444,9841,13,,,,,
1445,212,13,,,,,
1446,2235,13,,,,,
1447,973,13,,,,,
1448,9581,13,,,,,
1449,55532,13,,,,,
1450,960,13,,,,,
1451,23025,13,,,,,
1452,9627,13,,,,,
1453,2304,13,,,,,
1454,10,13,,,,,
1455,359,13,,,,,
1456,5274,13,,,,,
1457,7412,13,,,,,
1458,4549,13,,,,,
1459,4582,13,,,,,
1460,1286,13,,,,,
1461,462,13,,,,,
1462,1287,13,,,,,
1463,10758,13,,,,,
1464,3190,13,,,,,
1465,657,13,,,,,
1466,767,13,,,,,
1467,10083,13,,,,,
1468,6201,13,,,,,
1469,6529,13,,,,,
1470,7841,13,,,,,
1471,1120,13,,,,,
1472,30061,13,,,,,
1473,11186,13,,,,,
1474,54805,13,,,,,
1475,11128,13,,,,,
1476,2936,13,,,,,
1477,4908,13,,,,,
1478,10128,13,,,,,
1479,667,13,,,,,
1480,5321,13,,,,,
1481,4536,13,,,,,
1482,3456,13,,,,,
1483,6869,13,,,,,
1484,6935,13,,,,,
1485,4001,13,,,,,
1486,54101,13,,,,,
1487,396,13,,,,,
1488,3920,13,,,,,
1489,7066,13,,,,,
1490,435,13,,,,,
1491,71,13,,,,,
1492,5336,13,,,,,
1493,3753,13,,,,,
1494,121278,13,,,,,
1495,3708,13,,,,,
1496,37,13,,,,,
1497,6697,13,,,,,
1498,7173,13,,,,,
1499,6690,13,,,,,
1500,5446,13,,,,,
1501,3549,13,,,,,
1502,3543,13,,,,,
1503,1261,13,,,,,
1504,28982,13,,,,,
1505,11160,13,,,,,
1506,4222,13,,,,,
1507,51364,13,,,,,
1508,10907,13,,,,,
1509,2624,13,,,,,
1510,10535,13,,,,,
1511,23534,13,,,,,
1512,5091,13,,,,,
1513,26123,13,,,,,
1514,8985,13,,,,,
1515,26090,13,,,,,
1516,2483,13,,,,,
1517,8644,13,,,,,
1518,8822,13,,,,,
1519,8838,13,,,,,
1520,10847,13,,,,,
1521,51114,13,,,,,
1522,25913,13,,,,,
1523,8893,13,,,,,
1524,51128,13,,,,,
1525,8890,13,,,,,
1526,6231,13,,,,,
1527,2625,13,,,,,
1528,23347,13,,,,,
1529,27229,13,,,,,
1530,5873,13,,,,,
1531,8091,13,,,,,
1532,2798,13,,,,,
1533,6204,13,,,,,
1534,9210,13,,,,,
1535,501,13,,,,,
1536,2733,13,,,,,
1537,6348,13,,,,,
1538,6218,13,,,,,
1539,6285,13,,,,,
1540,11020,13,,,,,
1541,2539,13,,,,,
1542,6866,12,,,,,
1543,4337,12,,,,,
1544,9992,12,,,,,
1545,1967,12,,,,,
1546,4502,12,,,,,
1547,1718,12,,,,,
1548,6748,12,,,,,
1549,6885,12,,,,,
1550,9820,12,,,,,
1551,51196,12,,,,,
1552,51520,12,,,,,
1553,1811,12,,,,,
1554,1758,12,,,,,
1555,50506,12,,,,,
1556,1804,12,,,,,
1557,6448,12,,,,,
1558,1828,12,,,,,
1559,2,12,,,,,
1560,5230,12,,,,,
1561,1798,12,,,,,
1562,6229,12,,,,,
1563,526,12,,,,,
1564,6591,12,,,,,
1565,1938,12,,,,,
1566,51761,12,,,,,
1567,1896,12,,,,,
1568,5293,12,,,,,
1569,6660,12,,,,,
1570,6235,12,,,,,
1571,6351,12,,,,,
1572,51010,12,,,,,
1573,6689,12,,,,,
1574,177,12,,,,,
1575,23209,12,,,,,
1576,2018,12,,,,,
1577,27241,12,,,,,
1578,26275,12,,,,,
1579,8575,12,,,,,
1580,2652,12,,,,,
1581,2703,12,,,,,
1582,5860,12,,,,,
1583,834,12,,,,,
1584,2784,12,,,,,
1585,79728,12,,,,,
1586,9394,12,,,,,
1587,288,12,,,,,
1588,2202,12,,,,,
1589,2890,12,,,,,
1590,54809,12,,,,,
1591,8048,12,,,,,
1592,226,12,,,,,
1593,5826,12,,,,,
1594,55131,12,,,,,
1595,26053,12,,,,,
1596,8815,12,,,,,
1597,5518,12,,,,,
1598,9289,12,,,,,
1599,9247,12,,,,,
1600,257,12,,,,,
1601,55209,12,,,,,
1602,8891,12,,,,,
1603,8892,12,,,,,
1604,23729,12,,,,,
1605,23417,12,,,,,
1606,23096,12,,,,,
1607,9197,12,,,,,
1608,23236,12,,,,,
1609,8036,12,,,,,
1610,29760,12,,,,,
1611,5956,12,,,,,
1612,3730,12,,,,,
1613,7389,12,,,,,
1614,345,12,,,,,
1615,5450,12,,,,,
1616,7252,12,,,,,
1617,2321,12,,,,,
1618,3667,12,,,,,
1619,374,12,,,,,
1620,2982,12,,,,,
1621,3764,12,,,,,
1622,3835,12,,,,,
1623,3912,12,,,,,
1624,7001,12,,,,,
1625,70,12,,,,,
1626,4099,12,,,,,
1627,5921,12,,,,,
1628,7442,12,,,,,
1629,3313,12,,,,,
1630,5908,12,,,,,
1631,3291,12,,,,,
1632,5906,12,,,,,
1633,9518,12,,,,,
1634,7515,12,,,,,
1635,7517,12,,,,,
1636,5476,12,,,,,
1637,3075,12,,,,,
1638,2158,12,,,,,
1639,3060,12,,,,,
1640,2166,12,,,,,
1641,302,12,,,,,
1642,55690,12,,,,,
1643,7957,12,,,,,
1644,7555,12,,,,,
1645,9997,12,,,,,
1646,1385,12,,,,,
1647,10166,12,,,,,
1648,1675,12,,,,,
1649,11041,12,,,,,
1650,10293,12,,,,,
1651,1646,12,,,,,
1652,1129,12,,,,,
1653,10518,12,,,,,
1654,10892,12,,,,,
1655,10484,12,,,,,
1656,16,12,,,,,
1657,10232,12,,,,,
1658,125,12,,,,,
1659,11107,12,,,,,
1660,11093,12,,,,,
1661,1308,12,,,,,
1662,10370,12,,,,,
1663,1394,12,,,,,
1664,1649,12,,,,,
1665,10297,12,,,,,
1666,1501,12,,,,,
1667,6424,11,,,,,
1668,2248,11,,,,,
1669,3351,11,,,,,
1670,22858,11,,,,,
1671,9526,11,,,,,
1672,7078,11,,,,,
1673,7080,11,,,,,
1674,5521,11,,,,,
1675,10087,11,,,,,
1676,55212,11,,,,,
1677,64220,11,,,,,
1678,2833,11,,,,,
1679,1071,11,,,,,
1680,5350,11,,,,,
1681,283989,11,,,,,
1682,4539,11,,,,,
1683,2272,11,,,,,
1684,2771,11,,,,,
1685,3399,11,,,,,
1686,5498,11,,,,,
1687,9429,11,,,,,
1688,55005,11,,,,,
1689,6683,11,,,,,
1690,10683,11,,,,,
1691,1837,11,,,,,
1692,5146,11,,,,,
1693,5149,11,,,,,
1694,7443,11,,,,,
1695,7737,11,,,,,
1696,4921,11,,,,,
1697,5154,11,,,,,
1698,27130,11,,,,,
1699,7704,11,,,,,
1700,55130,11,,,,,
1701,1140,11,,,,,
1702,949,11,,,,,
1703,4069,11,,,,,
1704,4935,11,,,,,
1705,55163,11,,,,,
1706,1641,11,,,,,
1707,5176,11,,,,,
1708,8792,11,,,,,
1709,5581,11,,,,,
1710,5251,11,,,,,
1711,10717,11,,,,,
1712,6352,11,,,,,
1713,6401,11,,,,,
1714,5325,11,,,,,
1715,8241,11,,,,,
1716,6356,11,,,,,
1717,7504,11,,,,,
1718,4626,11,,,,,
1719,1305,11,,,,,
1720,11019,11,,,,,
1721,3033,11,,,,,
1722,6573,11,,,,,
1723,6558,11,,,,,
1724,55640,11,,,,,
1725,4986,11,,,,,
1726,3048,11,,,,,
1727,6387,11,,,,,
1728,3066,11,,,,,
1729,3090,11,,,,,
1730,7153,11,,,,,
1731,1594,11,,,,,
1732,1584,11,,,,,
1733,7516,11,,,,,
1734,8772,11,,,,,
1735,653361,11,,,,,
1736,6606,11,,,,,
1737,5142,11,,,,,
1738,8722,11,,,,,
1739,10059,11,,,,,
1740,1557,11,,,,,
1741,3853,11,,,,,
1742,5644,11,,,,,
1743,6595,11,,,,,
1744,3280,11,,,,,
1745,11232,11,,,,,
1746,3990,11,,,,,
1747,3858,11,,,,,
1748,9607,11,,,,,
1749,5618,11,,,,,
1750,2915,11,,,,,
1751,2919,11,,,,,
1752,10159,11,,,,,
1753,4488,11,,,,,
1754,72,11,,,,,
1755,4487,11,,,,,
1756,1476,11,,,,,
1757,4329,11,,,,,
1758,54539,11,,,,,
1759,6505,11,,,,,
1760,6785,11,,,,,
1761,79001,11,,,,,
1762,4288,11,,,,,
1763,51083,11,,,,,
1764,79068,11,,,,,
1765,2318,11,,,,,
1766,25939,11,,,,,
1767,358,11,,,,,
1768,1763,11,,,,,
1769,3516,11,,,,,
1770,25885,11,,,,,
1771,4148,11,,,,,
1772,6716,11,,,,,
1773,54187,11,,,,,
1774,5119,11,,,,,
1775,58508,11,,,,,
1776,3426,11,,,,,
1777,805,11,,,,,
1778,4208,11,,,,,
1779,1741,11,,,,,
1780,9184,11,,,,,
1781,51151,11,,,,,
1782,8022,11,,,,,
1783,150,11,,,,,
1784,2495,11,,,,,
1785,1737,11,,,,,
1786,919,11,,,,,
1787,735,11,,,,,
1788,790,11,,,,,
1789,26146,11,,,,,
1790,3688,11,,,,,
1791,7852,11,,,,,
1792,23503,11,,,,,
1793,6949,11,,,,,
1794,5980,11,,,,,
1795,26235,11,,,,,
1796,3702,11,,,,,
1797,54476,11,,,,,
1798,7314,11,,,,,
1799,1200,11,,,,,
1800,6916,11,,,,,
1801,4314,11,,,,,
1802,7846,11,,,,,
1803,2658,11,,,,,
1804,699,11,,,,,
1805,9255,11,,,,,
1806,11141,11,,,,,
1807,3976,10,,,,,
1808,7827,10,,,,,
1809,51021,10,,,,,
1810,4340,10,,,,,
1811,5914,10,,,,,
1812,10345,10,,,,,
1813,103,10,,,,,
1814,7174,10,,,,,
1815,2354,10,,,,,
1816,307,10,,,,,
1817,29089,10,,,,,
1818,4645,10,,,,,
1819,5309,10,,,,,
1820,659,10,,,,,
1821,3958,10,,,,,
1822,864,10,,,,,
1823,4283,10,,,,,
1824,23476,10,,,,,
1825,23639,10,,,,,
1826,23474,10,,,,,
1827,51062,10,,,,,
1828,6578,10,,,,,
1829,6576,10,,,,,
1830,29929,10,,,,,
1831,5002,10,,,,,
1832,5591,10,,,,,
1833,5245,10,,,,,
1834,5599,10,,,,,
1835,4607,10,,,,,
1836,6790,10,,,,,
1837,5579,10,,,,,
1838,5602,10,,,,,
1839,7128,10,,,,,
1840,23512,10,,,,,
1841,23479,10,,,,,
1842,23590,10,,,,,
1843,10290,10,,,,,
1844,6843,10,,,,,
1845,8029,10,,,,,
1846,5074,10,,,,,
1847,2741,10,,,,,
1848,7052,10,,,,,
1849,1020,10,,,,,
1850,51594,10,,,,,
1851,1138,10,,,,,
1852,6714,10,,,,,
1853,27185,10,,,,,
1854,6712,10,,,,,
1855,57560,10,,,,,
1856,406937,10,,,,,
1857,8905,10,,,,,
1858,9051,10,,,,,
1859,55704,10,,,,,
1860,26278,10,,,,,
1861,2628,10,,,,,
1862,271,10,,,,,
1863,9414,10,,,,,
1864,23064,10,,,,,
1865,2638,10,,,,,
1866,2289,10,,,,,
1867,6938,10,,,,,
1868,1415,10,,,,,
1869,1420,10,,,,,
1870,6674,10,,,,,
1871,8106,10,,,,,
1872,22978,10,,,,,
1873,22999,10,,,,,
1874,95,10,,,,,
1875,5075,10,,,,,
1876,3991,10,,,,,
1877,7055,10,,,,,
1878,156,10,,,,,
1879,5888,10,,,,,
1880,1390,10,,,,,
1881,5179,10,,,,,
1882,7535,10,,,,,
1883,915,10,,,,,
1884,25793,10,,,,,
1885,4565,10,,,,,
1886,2324,10,,,,,
1887,6868,10,,,,,
1888,4143,10,,,,,
1889,7084,10,,,,,
1890,5122,10,,,,,
1891,4049,10,,,,,
1892,10982,10,,,,,
1893,2593,10,,,,,
1894,57817,10,,,,,
1895,4126,10,,,,,
1896,2821,10,,,,,
1897,2597,10,,,,,
1898,5771,10,,,,,
1899,9095,10,,,,,
1900,1395,10,,,,,
1901,6891,10,,,,,
1902,2254,10,,,,,
1903,51601,10,,,,,
1904,93986,10,,,,,
1905,3679,10,,,,,
1906,6776,10,,,,,
1907,3778,10,,,,,
1908,112476,10,,,,,
1909,3560,10,,,,,
1910,3856,10,,,,,
1911,10664,10,,,,,
1912,3459,10,,,,,
1913,6445,10,,,,,
1914,3237,10,,,,,
1915,3360,10,,,,,
1916,3363,10,,,,,
1917,4882,10,,,,,
1918,1012,10,,,,,
1919,5368,10,,,,,
1920,6506,10,,,,,
1921,10716,10,,,,,
1922,55157,10,,,,,
1923,4916,10,,,,,
1924,3800,10,,,,,
1925,4747,10,,,,,
1926,55687,10,,,,,
1927,1300,10,,,,,
1928,3486,10,,,,,
1929,186,10,,,,,
1930,55120,10,,,,,
1931,3290,10,,,,,
1932,3207,10,,,,,
1933,5346,10,,,,,
1934,3854,10,,,,,
1935,54919,10,,,,,
1936,1962,10,,,,,
1937,7319,10,,,,,
1938,10082,10,,,,,
1939,3309,10,,,,,
1940,11155,10,,,,,
1941,79147,10,,,,,
1942,5313,10,,,,,
1943,5495,10,,,,,
1944,7369,10,,,,,
1945,6530,10,,,,,
1946,1917,10,,,,,
1947,3572,10,,,,,
1948,7306,10,,,,,
1949,1663,10,,,,,
1950,9970,10,,,,,
1951,100506658,9,,,,,
1952,1839,9,,,,,
1953,2683,9,,,,,
1954,9860,9,,,,,
1955,406991,9,,,,,
1956,50640,9,,,,,
1957,22934,9,,,,,
1958,50615,9,,,,,
1959,10413,9,,,,,
1960,2693,9,,,,,
1961,8910,9,,,,,
1962,7025,9,,,,,
1963,7021,9,,,,,
1964,55109,9,,,,,
1965,10216,9,,,,,
1966,3304,9,,,,,
1967,9570,9,,,,,
1968,4017,9,,,,,
1969,4018,9,,,,,
1970,55275,9,,,,,
1971,8754,9,,,,,
1972,1181,9,,,,,
1973,155,9,,,,,
1974,55215,9,,,,,
1975,8818,9,,,,,
1976,6275,9,,,,,
1977,10855,9,,,,,
1978,763,9,,,,,
1979,2244,9,,,,,
1980,11340,9,,,,,
1981,1645,9,,,,,
1982,2252,9,,,,,
1983,64240,9,,,,,
1984,2760,9,,,,,
1985,3371,9,,,,,
1986,1892,9,,,,,
1987,2266,9,,,,,
1988,27232,9,,,,,
1989,7057,9,,,,,
1990,6934,9,,,,,
1991,2299,9,,,,,
1992,1727,9,,,,,
1993,6855,9,,,,,
1994,3737,9,,,,,
1995,10978,9,,,,,
1996,5879,9,,,,,
1997,2534,9,,,,,
1998,5467,9,,,,,
1999,54205,9,,,,,
2000,8074,9,,,,,
2001,50945,9,,,,,
2002,23363,9,,,,,
2003,10661,9,,,,,
2004,1475,9,,,,,
2005,114548,9,,,,,
2006,4261,9,,,,,
2007,1829,9,,,,,
2008,3589,9,,,,,
2009,148,9,,,,,
2010,4835,9,,,,,
2011,36,9,,,,,
2012,65018,9,,,,,
2013,9971,9,,,,,
2014,23594,9,,,,,
2015,3620,9,,,,,
2016,6499,9,,,,,
2017,23532,9,,,,,
2018,10653,9,,,,,
2019,1063,9,,,,,
2020,84062,9,,,,,
2021,54704,9,,,,,
2022,4886,9,,,,,
2023,7414,9,,,,,
2024,5813,9,,,,,
2025,65217,9,,,,,
2026,79661,9,,,,,
2027,81037,9,,,,,
2028,1284,9,,,,,
2029,10913,9,,,,,
2030,845,9,,,,,
2031,1439,9,,,,,
2032,6709,9,,,,,
2033,6710,9,,,,,
2034,3752,9,,,,,
2035,84433,9,,,,,
2036,8443,9,,,,,
2037,23118,9,,,,,
2038,5770,9,,,,,
2039,6514,9,,,,,
2040,6720,9,,,,,
2041,3484,9,,,,,
2042,6890,9,,,,,
2043,23175,9,,,,,
2044,116,9,,,,,
2045,5479,9,,,,,
2046,374569,9,,,,,
2047,54756,9,,,,,
2048,353,9,,,,,
2049,23224,9,,,,,
2050,25821,9,,,,,
2051,2582,9,,,,,
2052,4014,9,,,,,
2053,2188,9,,,,,
2054,3166,9,,,,,
2055,3047,9,,,,,
2056,2055,9,,,,,
2057,2895,9,,,,,
2058,10749,9,,,,,
2059,3880,9,,,,,
2060,558,9,,,,,
2061,387,9,,,,,
2062,6364,9,,,,,
2063,3945,9,,,,,
2064,2902,9,,,,,
2065,5261,9,,,,,
2066,29940,9,,,,,
2067,3269,9,,,,,
2068,133,9,,,,,
2069,8671,9,,,,,
2070,3070,9,,,,,
2071,11231,9,,,,,
2072,2162,9,,,,,
2073,7171,9,,,,,
2074,3073,9,,,,,
2075,308,9,,,,,
2076,55343,9,,,,,
2077,5589,9,,,,,
2078,1050,9,,,,,
2079,317,9,,,,,
2080,2152,9,,,,,
2081,392255,9,,,,,
2082,9575,9,,,,,
2083,3293,9,,,,,
2084,3929,9,,,,,
2085,203286,9,,,,,
2086,5241,9,,,,,
2087,2878,9,,,,,
2088,2892,9,,,,,
2089,958,9,,,,,
2090,5000,9,,,,,
2091,6403,9,,,,,
2092,3242,9,,,,,
2093,6342,9,,,,,
2094,7494,9,,,,,
2095,203228,9,,,,,
2096,8292,9,,,,,
2097,3110,9,,,,,
2098,7980,9,,,,,
2099,6315,9,,,,,
2100,11311,9,,,,,
2101,4684,9,,,,,
2102,4967,9,,,,,
2103,4363,8,,,,,
2104,54822,8,,,,,
2105,7280,8,,,,,
2106,6550,8,,,,,
2107,4361,8,,,,,
2108,8557,8,,,,,
2109,6821,8,,,,,
2110,3181,8,,,,,
2111,10564,8,,,,,
2112,120892,8,,,,,
2113,655,8,,,,,
2114,6005,8,,,,,
2115,3718,8,,,,,
2116,3209,8,,,,,
2117,4489,8,,,,,
2118,2978,8,,,,,
2119,2130,8,,,,,
2120,2122,8,,,,,
2121,10008,8,,,,,
2122,54928,8,,,,,
2123,6804,8,,,,,
2124,3567,8,,,,,
2125,10472,8,,,,,
2126,29893,8,,,,,
2127,1432,8,,,,,
2128,57468,8,,,,,
2129,6515,8,,,,,
2130,9037,8,,,,,
2131,2305,8,,,,,
2132,6444,8,,,,,
2133,26281,8,,,,,
2134,51124,8,,,,,
2135,5250,8,,,,,
2136,5747,8,,,,,
2137,2312,8,,,,,
2138,80746,8,,,,,
2139,2520,8,,,,,
2140,4158,8,,,,,
2141,91147,8,,,,,
2142,2070,8,,,,,
2143,5800,8,,,,,
2144,79633,8,,,,,
2145,51199,8,,,,,
2146,4633,8,,,,,
2147,9711,8,,,,,
2148,3159,8,,,,,
2149,9180,8,,,,,
2150,1742,8,,,,,
2151,54716,8,,,,,
2152,4160,8,,,,,
2153,51317,8,,,,,
2154,3156,8,,,,,
2155,23259,8,,,,,
2156,1462,8,,,,,
2157,23261,8,,,,,
2158,5825,8,,,,,
2159,7355,8,,,,,
2160,2572,8,,,,,
2161,2328,8,,,,,
2162,30062,8,,,,,
2163,80184,8,,,,,
2164,4173,8,,,,,
2165,374654,8,,,,,
2166,151,8,,,,,
2167,23321,8,,,,,
2168,440275,8,,,,,
2169,55526,8,,,,,
2170,6892,8,,,,,
2171,6462,8,,,,,
2172,147,8,,,,,
2173,10512,8,,,,,
2174,990,8,,,,,
2175,81,8,,,,,
2176,9094,8,,,,,
2177,201163,8,,,,,
2178,8991,8,,,,,
2179,8604,8,,,,,
2180,5320,8,,,,,
2181,23169,8,,,,,
2182,26005,8,,,,,
2183,3485,8,,,,,
2184,2596,8,,,,,
2185,842,8,,,,,
2186,23189,8,,,,,
2187,54795,8,,,,,
2188,3748,8,,,,,
2189,174,8,,,,,
2190,604,8,,,,,
2191,5880,8,,,,,
2192,3875,8,,,,,
2193,1147,8,,,,,
2194,713,8,,,,,
2195,8675,8,,,,,
2196,4922,8,,,,,
2197,4547,8,,,,,
2198,282617,8,,,,,
2199,1911,8,,,,,
2200,9517,8,,,,,
2201,8831,8,,,,,
2202,2810,8,,,,,
2203,64127,8,,,,,
2204,11235,8,,,,,
2205,3359,8,,,,,
2206,93,8,,,,,
2207,2780,8,,,,,
2208,1399,8,,,,,
2209,866,8,,,,,
2210,1647,8,,,,,
2211,5209,8,,,,,
2212,5223,8,,,,,
2213,2918,8,,,,,
2214,8863,8,,,,,
2215,149233,8,,,,,
2216,64324,8,,,,,
2217,55149,8,,,,,
2218,8864,8,,,,,
2219,8202,8,,,,,
2220,1317,8,,,,,
2221,8869,8,,,,,
2222,929,8,,,,,
2223,51807,8,,,,,
2224,10013,8,,,,,
2225,55294,8,,,,,
2226,7538,8,,,,,
2227,64135,8,,,,,
2228,7546,8,,,,,
2229,2212,8,,,,,
